"Scientific Name","Common Name","Family","Lifeform","CRPR","GRank","SRank","CESA","FESA","Blooming Period","Habitat","Micro Habitat","Elevation Low (m)","Elevation Low (ft)","Elevation High (m)","Elevation High (ft)","CA Endemic","States","Counties","Quads","EO Total","EO A","EO B","EO C","EO D","EO X","EO U","EO Historical","EO Recent","EO Extant","EO Possibly Extirpated","EO Extirpated","Notes","Full Scientific Name","Synonyms","Element Code","USDA PLANTS Symbol","Flora Status","CBR Reason","Date Added","Date Changed","Last Update",
"Sagittaria sanfordii","Sanford's arrowhead","Alismataceae","perennial rhizomatous herb (emergent)","1B.2","G3","S3","None","None","May-Oct(Nov)","Marshes and swamps (assorted shallow freshwater)","","0","0","650","2135","T","","BUT, DNT, ELD, FRE, MER, MPA, MRN, NAP, ORA, PLA, SAC, SBD, SHA, SJQ, SOL, TEH, TUL, VEN, YUB","Newport Beach (3311768), Cucamonga Peak (3411725), Matilija (3411943), Ivanhoe (3611942), Monson (3611943), Orange Cove South (3611953), Reedley (3611954), Orange Cove North (3611963), Wahtoke (3611964), Piedra (3611974), Clovis (3611976), Fresno North (3611977), Friant (3611986), Jamesan (3612062), Mendota Dam (3612073), Delta Ranch (3712016), Los Banos (3712017), Turner Ranch (3712026), Owens Reservoir (3712032), Merced (3712034), Atwater (3712035), Stevinson (3712037), Gustine (3712038), Yosemite Lake (3712044), Lathrop (3712173), Stockton West (3712183), Waterloo (3812112), Thornton (3812124), Isleton (3812125), Rio Vista (3812126), Galt (3812133), Bruceville (3812134), Courtland (3812135), Liberty Island (3812136), Carbondale (3812141), Sloughhouse (3812142), Elk Grove (3812143), Florin (3812144), Folsom SE (3812151), Carmichael (3812153), Sacramento East (3812154), Clarksville (3812161), Citrus Heights (3812163), Rio Linda (3812164), Nicolaus (3812185), Inverness (3812217), Yountville (3812243), Gridley (3912136), Biggs (3912146), Berry Creek (3912164), Richardson Springs NW (3912188), Dales (4012231), Bend (4012232), Tuscan Buttes Ne (4012241), Project City (4012263), Whiskeytown (4012265), Crescent City (4112472)","126","14","35","29","4","9","35","47","79","117","8","1","Extirpated from southern California, and mostly extirpated from the Central Valley.  Several SAC Co. occurrences not relocated during fieldwork in 2005.  Threatened by grazing, development, recreational activities, non-native plants, road widening, and channel alteration and maintenance.  See Pittonia 2:158 (1890) for original description.","Sagittaria sanfordii Greene","","PMALI040Q0","SASA2","","","1984-01-01","","2012-11-06",
"Sanicula hoffmannii","Hoffmann's sanicle","Apiaceae","perennial herb","4.3","G3","S3","None","None","Mar-May","Broadleafed upland forest, Coastal bluff scrub, Chaparral, Cismontane woodland, Coastal scrub, Lower montane coniferous forest","often serpentinite or clay","30","95","300","985","T","","MNT, SBA, SCR, SCZ, SLO, SMT, SRO","Santa Cruz Island C (3311985), Santa Cruz Island B (3311986), Santa Cruz Island A (3311987), Santa Barbara (3411946), Lompoc Hills (3412054), Tranquillon Mtn. (3412055), Surf (3412065), Point Sal (3412086), Santa Margarita Lake (3512034), San Luis Obispo (3512036), Morro Bay South (3512037), Cayucos (3512048), Cambria (3512151), Pebblestone Shut-in (3512161), San Simeon (3512162), Piedras Blancas (3512163), Burro Mountain (3512173), Davenport (3712212), Ano Nuevo (3712213), Franklin Point (3712223)","","","","","","","","","","","","","Potentially threatened by development.  Possibly threatened by logging.","Sanicula hoffmannii (Munz) C.R. Bell","","PDAPI1Z090","SAHO2","","","1974-01-01","","2013-04-29",
"Scrophularia atrata","black-flowered figwort","Scrophulariaceae","perennial herb","1B.2","G2?","S2?","None","None","Mar-Jul","Closed-cone coniferous forest, Chaparral, Coastal dunes, Coastal scrub, Riparian scrub","","10","30","500","1640","T","","SBA, SLO","Santa Barbara (3411946), Goleta (3411947), Dos Pueblos Canyon (3411948), Tajiguas (3412041), Gaviota (3412042), Solvang (3412052), Santa Rosa Hills (3412053), Lompoc Hills (3412054), Tranquillon Mtn. (3412055), Point Arguello (3412056), Los Alamos (3412063), Lompoc (3412064), Surf (3412065), Orcutt (3412074), Casmalia (3412075), Guadalupe (3412085), Point Sal (3412086), Oceano (3512015), Arroyo Grande NE (3512025), Pismo Beach (3512026)","62","4","5","9","0","1","43","40","22","61","0","1","Plants from south of Pt. Conception (143A, 143B, 144A, 144B) are probably hybrids with S. californica ssp. floribunda.  Threatened by energy development and mining. ","Scrophularia atrata Penn.","","PDSCR1S010","SCAT3","","","1974-01-01","","2010-03-15",
"Senecio aphanactis","chaparral ragwort","Asteraceae","annual herb","2B.2","G3","S2","None","None","Jan-Apr(May)","Chaparral, Cismontane woodland, Coastal scrub","sometimes alkaline","15","45","800","2625","F","BA","ALA, CCA, FRE, LAX, MER, MNT, ORA, RIV, SBA, SBD, SBT, SCL, SCR, SCT, SCZ, SDG, SFO, SLO, SMT, SOL, SRO, TUL, VEN","Otay Mesa (3211658), Jacumba (3211662), Jamul Mountains (3211668), Imperial Beach (3211751), Point Loma (3211762), La Mesa (3211771), La Jolla (3211772), Del Mar (3211782), Oceanside (3311724), Pechanga (3311741), San Clemente (3311745), Dana Point (3311746), El Toro (3311766), Tustin (3311767), Riverside East (3311783), Riverside West (3311784), Santa Catalina East (3311833), Santa Cruz Island B (3311986), Santa Cruz Island A (3311987), Santa Rosa Island North (3312081), San Bernardino South (3411713), Fontana (3411714), San Dimas (3411717), Glendora (3411727), Triunfo Pass (3411818), Thousand Oaks (3411827), Newbury Park (3411828), Newhall (3411845), Camarillo (3411921), Sacate (3412043), Santa Ynez (3412051), Lompoc Hills (3412054), Lompoc (3412064), Panorama Hills (3511926), Arroyo Grande NE (3512025), Pismo Beach (3512026), Port San Luis (3512027), San Luis Obispo (3512036), Morro Bay South (3512037), Camatta Ranch (3512043), Wilson Corner (3512044), Morro Bay North (3512047), Shedd Canyon (3512054), Cypress Mountain (3512058), Cambria (3512151), Jolon (3512182), Success Dam (3611818), Kreyenhagen Hills (3612013), Lillis Ranch (3612044), Ciervo Mtn. (3612045), Monocline Ridge (3612055), Tumey Hills (3612056), Panoche (3612057), Chounet Ranch (3612066), Mercey Hot Springs (3612067), Cerro Colorado (3612068), Hammonds Ranch (3612076), Charleston School (3612087), Ortigalita Peak NW (3612088), Topo Valley (3612141), North Chalone Peak (3612142), Bickmore Canyon (3612152), San Jose East (3712137), Midway (3712165), Clifton Court Forebay (3712175), Byron Hot Springs (3712176), Antioch South (3712187), Clayton (3712188), Davenport (3712212), Mindego Hill (3712232), Woodside (3712243), Newark (3712251), San Francisco South (3712264), Mare Island (3812213)","98","12","6","2","0","5","73","53","45","93","5","0","Threatened by development. Rare in LAX, ORA, and RIV counties.  Need quads for RIV Co. and SCT Isl.  Not seen on SCZ Isl. between 1934 and 1991.  See Pittonia 1:220 (1888) for original description, and North American Flora II 10:50-139 (1978) for taxonomic treatment.","Senecio aphanactis Greene","","PDAST8H060","SEAP2","","","1994-01-01","","2016-03-23",
"Senecio astephanus","San Gabriel ragwort","Asteraceae","perennial herb","4.3","G3","S3","None","None","May-Jul","Coastal bluff scrub, Chaparral","rocky slopes","400","1310","1500","4920","T","","KRN, LAX, MNT, SBA, SBD, SDG, SLO","Vail Lake (3311648), Forest Falls (3411618), Yucaipa (3411711), Devore (3411724), Mt. Baldy (3411726), Glendora (3411727), Crystal Lake (3411737), Mt. Wilson (3411821), Condor Peak (3411832), Liebre Twins (3411885), Santa Barbara (3411946), Lake Cachuma (3411958), Tar Spring Ridge (3512024), Atascadero (3512046), Cypress Mountain (3512058), Adelaida (3512067), Burnett Peak (3512172), Burro Mountain (3512173), Jolon (3512182), Priest Valley (3612026), Thompson Canyon (3612122), Tassajara Hot Springs (3612125)","","","","","","","","","","","","","See Pittonia 1: 174 (1888) for original description.","Senecio astephanus Greene","","PDAST8H090","SEAS2","","","2006-12-21","","2012-02-15",
"Senecio blochmaniae","Blochman's ragwort","Asteraceae","perennial herb","4.2","G3","S3","None","None","May-Oct","Coastal dunes","","0","0","100","330","T","","SBA, SLO","Surf (3412065), Casmalia (3412075), Santa Maria (3412084), Point Sal (3412086), Oceano (3512015)","","","","","","","","","","","","","Threatened by non-native plants, development, and vehicles.  See Erythea 1:7 (1893) for original description.","Senecio blochmaniae E. Greene","","PDAST8H0G0","SEBL","","","1974-01-01","","2010-03-15",
"Sidalcea hickmanii ssp. parishii","Parish's checkerbloom","Malvaceae","perennial herb","1B.2","G3T1","S1","CR","None","(May)Jun-Aug","Chaparral, Cismontane woodland, Lower montane coniferous forest","","1000","3280","2499","8200","T","","KRN, SBA, SBD, SLO","Forest Falls (3411618), Moonridge (3411627), Big Bear Lake (3411628), Yucaipa (3411711), Butler Peak (3411731), Big Pine Mtn. (3411966), San Rafael Mtn. (3411967), Hurricane Deck (3411977), Peak Mountain (3411987), Bates Canyon (3411988), Lake Isabella South (3511854), La Panza (3512032)","24","0","1","3","4","0","16","9","15","24","0","0","Threatened by urbanization, recreational activities, vegetation/fuels management, fire suppression, grazing, trampling, and road maintenance.","Sidalcea hickmanii Greene ssp. parishii (Rob.) C.L. Hitchc.","","PDMAL110A3","SIHIP","","","1974-01-01","","2011-09-21",
"Sidalcea neomexicana","salt spring checkerbloom","Malvaceae","perennial herb","2B.2","G4","S2","None","None","Mar-Jun","Chaparral, Coastal scrub, Lower montane coniferous forest, Mojavean desert scrub, Playas","alkaline, mesic","15","45","1530","5020","F","AZ, BA, CO, ID, NE, NM, NV, OR, SO, TX, UT, WY","KRN, LAX, ORA, RIV, SBD, SDG, VEN","La Jolla (3211772), Del Mar (3211782), Julian (3311615), Borrego Mountain (3311622), Oceanside (3311724), Pechanga (3311741), Canada Gobernadora (3311755), Santiago Peak (3311765), Tustin (3311767), Lakeview (3311771), Prado Dam (3311786), Los Alamitos (3311871), Forest Falls (3411618), Twentynine Palms (3411621), Lucerne Valley (3411648), Yucaipa (3411711), San Bernardino South (3411713), Ontario (3411716), Harrison Mtn. (3411722), Los Angeles (3411812), Hollywood (3411813), Beverly Hills (3411814), Pasadena (3411822), Lake Hughes (3411864), Alamo Mountain (3411868), Matilija (3411943), Lockwood Valley (3411961), Reyes Peak (3411963), Sawmill Mountain (3411972)","30","0","1","0","0","8","21","25","5","22","7","1","See University of Washington Publications in Biology 18:1-96 (1957) for taxonomic treatment.","Sidalcea neomexicana Gray","","PDMAL110J0","SINE3","","","1994-01-01","","2013-06-12",
"Sidotheca caryophylloides","chickweed oxytheca","Polygonaceae","annual herb","4.3","G4","S4","None","None","Jul-Sep(Oct)","Lower montane coniferous forest (sandy)","","1114","3650","2600","8530","T","","LAX, RIV, SBD, TUL, VEN","East of Victory Pass (3311573), Palm View Peak (3311665), Idyllwild (3311666), San Jacinto Peak (3311676), Lake Fulmor (3311677), Big Bear Lake (3411628), Fawnskin (3411638), Keller Peak (3411721), Harrison Mtn. (3411722), Mt. Baldy (3411726), Lake Arrowhead (3411732), Silverwood Lake (3411733), Chilao Flat (3411831), Reyes Peak (3411963)","","","","","","","","","","","","","See Harvard Papers in Botany 9(1): 211 (2004) for revised nomenclature.","Sidotheca caryophylloides (Parry) Reveal","Oxytheca caryophylloides","PDPGN0J010","","","","1980-01-01","","2010-03-15",
"Stipa diegoensis","San Diego County needle grass","Poaceae","perennial herb","4.2","G4","S4","None","None","Feb-Jun","Chaparral, Coastal scrub","rocky, often mesic","10","30","800","2625","F","BA","ANA, SBA, SCZ, SDG, SMI, SNI, SRO, VEN","Tecate (3211656), Otay Mountain (3211657), Otay Mesa (3211658), Dulzura (3211667), Jamul Mountains (3211668), Alpine (3211677), El Cajon (3211678), San Vicente Reservoir (3211688), Imperial Beach (3211751), National City (3211761), La Jolla (3211772), Del Mar (3211782), Encinitas (3311713), San Nicolas Island (3311924), Anacapa Island (3311983), Santa Cruz Island D (3311984), Santa Cruz Island C (3311985), Santa Cruz Island B (3311986), Santa Cruz Island A (3311987), Santa Rosa Island East (3311988), Santa Rosa Island North (3312081), San Miguel Island East (3312083)","","","","","","","","","","","","","See Madroño 33(4):309-310 (1986) for distributional information, and Phytologia 74(1):1-25 (1993) for revised nomenclature.","Stipa diegoensis Swallen","Achnatherum diegoense","PMPOA5X0B0","ACDI10","","","1974-01-01","","2011-03-03",
"Streptanthus campestris","southern jewelflower","Brassicaceae","perennial herb","1B.3","G3","S3","None","None","(Apr)May-Jul","Chaparral, Lower montane coniferous forest, Pinyon and juniper woodland","rocky","900","2950","2300","7545","F","BA","IMP, LAX, RIV, SBA, SBD, SDG, VEN","Tierra Del Sol (3211653), Campo (3211654), In-ko-pah Gorge (3211661), Jacumba (3211662), Live Oak Springs (3211663), Cameron Corners (3211664), Morena Reservoir (3211665), Sombrero Peak (3211673), Mount Laguna (3211674), Descanso (3211675), Monument Peak (3211684), Cuyamaca Peak (3211685), Tule Springs (3211686), Whale Peak (3311613), Earthquake Valley (3311614), Julian (3311615), Tubb Canyon (3311624), Bucksnort Mtn. (3311645), Toro Peak (3311654), Butterfly Peak (3311655), Palm View Peak (3311665), Idyllwild (3311666), Palm Springs (3311675), San Jacinto Peak (3311676), Forest Falls (3411618), Yucca Valley North (3411624), Rimrock (3411625), Onyx Peak (3411626), Moonridge (3411627), Big Bear Lake (3411628), Yucaipa (3411711), Keller Peak (3411721), Harrison Mtn. (3411722), San Bernardino North (3411723), Warm Springs Mountain (3411855), Lake Hughes (3411864), Burnt Peak (3411865), White Ledge Peak (3411944), Madulce Peak (3411965)","65","0","1","1","1","0","62","29","36","65","0","0","See Proceedings of the American Academy of Arts and Sciences 25:125 (1890) for original description.","Streptanthus campestris Wats.","","PDBRA2G0B0","STCA4","","","1994-01-01","","2015-11-04",
"Suaeda esteroa","estuary seablite","Chenopodiaceae","perennial herb","1B.2","G3","S2","None","None","(May)Jul-Oct(Jan)","Marshes and swamps (coastal salt)","","0","0","5","15","F","BA, SO","LAX, ORA, SBA, SDG, VEN","Jamul Mountains (3211668), Imperial Beach (3211751), National City (3211761), Point Loma (3211762), La Jolla (3211772), Del Mar (3211782), Encinitas (3311713), San Luis Rey (3311723), San Clemente (3311745), Tustin (3311767), Newport Beach (3311768), Seal Beach (3311861), San Pedro (3311863), Los Alamitos (3311871), Long Beach (3311872), Venice (3311884), Point Mugu (3411911), Goleta (3411947)","39","0","2","0","0","0","37","13","26","39","0","0","Potentially threatened by development and recreation.  See Madroño 30(3):181-190 (1983) for original description.","Suaeda esteroa Ferren & Whitmore","","PDCHE0P0D0","SUES","","","1984-01-01","","2010-03-15",
"Suaeda taxifolia","woolly seablite","Chenopodiaceae","perennial evergreen shrub","4.2","G4","S4","None","None","Jan-Dec","Coastal bluff scrub, Coastal dunes, Marshes and swamps (margins of coastal salt)","","0","0","50","165","F","BA, GU","ANA, LAX, ORA, SBA, SBR, SCM, SCT, SCZ, SDG, SLO, SNI, SRO, VEN","La Jolla (3211772), Del Mar (3211782), San Clemente Island North (3211885), San Onofre Bluff (3311735), San Clemente (3311745), Dana Point (3311746), San Pedro (3311863), Venice (3311884), San Nicolas Island (3311924), Anacapa Island (3311983), Point Mugu (3411911), Camarillo (3411921), Oxnard (3411922), Ventura (3411933), Pitas Point (3411934)","","","","","","","","","","","","","Possibly threatened by urbanization, illegal dumping, and non-native plants.  See North American Flora 21:91 (1916) for original description.","Suaeda taxifolia (Standl.) Standl.","","PDCHE0P0L0","SUTA2","","","1994-01-01","","2013-05-09",
"Symphyotrichum defoliatum","San Bernardino aster","Asteraceae","perennial rhizomatous herb","1B.2","G2","S2","None","None","Jul-Nov(Dec)","Cismontane woodland, Coastal scrub, Lower montane coniferous forest, Meadows and seeps, Marshes and swamps, Valley and foothill grassland (vernally mesic)","near ditches, streams, springs","2","5","2040","6695","T","","IMP, KRN, LAX, ORA, RIV, SBA, SBD, SDG, SLO","In-ko-pah Gorge (3211661), Live Oak Springs (3211663), Morena Reservoir (3211665), Mount Laguna (3211674), Descanso (3211675), Monument Peak (3211684), Cuyamaca Peak (3211685), Tule Springs (3211686), Julian (3311615), Santa Ysabel (3311616), Warners Ranch (3311626), Warner Springs (3311636), Palomar Observatory (3311637), Boucher Hill (3311638), Beauty Mountain (3311646), Idyllwild (3311666), San Jacinto Peak (3311676), Lake Fulmor (3311677), Cabazon (3311687), Murrieta (3311752), Wildomar (3311753), Alberhill (3311764), Tustin (3311767), Newport Beach (3311768), Lake Mathews (3311774), Anaheim (3311778), El Casco (3311781), Sunnymead (3311782), Prado Dam (3311786), Seal Beach (3311861), Los Alamitos (3311871), Long Beach (3311872), Torrance (3311873), Inglewood (3311883), Big Bear Lake (3411628), Big Bear City (3411637), San Bernardino South (3411713), Fontana (3411714), Guasti (3411715), Ontario (3411716), San Dimas (3411717), Baldwin Park (3411718), San Bernardino North (3411723), Silverwood Lake (3411733), Cajon (3411734), Telegraph Peak (3411735), Mount San Antonio (3411736), Crystal Lake (3411737), Victorville (3411753), Hollywood (3411813), Lebec (3411877), Cuddy Valley (3411971), Orcutt (3412074), Claraville (3511843), Oceano (3512015)","102","1","6","1","1","16","77","55","47","86","3","13","Possibly threatened by non-native plants, and grazing. Possible hybrids have been collected in VEN, SBA and SLO cos.  Identification of specimen from OBI Co. (221D) needs verification. A synonym of Aster bernardinus in TJM (1993).  See  Phytologia 77(3):279 (1994) for revised nomenclature.","Symphyotrichum defoliatum (Parish) Nesom","","PDASTE80C0","SYDE","","","2004-01-01","","2018-03-01",
